pl_gest,data_bon,id_gest,anluna,pct_lcr,id,pl_pr,id_pr,pl_bon,id_bon,retail_product_id,ProductCode,UnitMeasure,SalePrice,SalePriceWithVAT,ManagementWorkplaceId,ManagementId,retail_product_name,tip_zi,perioada_zilei,product_category,y
1,2025-09-05 18:23:36.487,1,202509,1,54135,1,10109,1,35319,10165,EBA,BUC     ,29.64,32.9,1,2,Mac & cheease,weekend,evening,side_dish,1
1,2025-09-05 18:23:36.487,1,202509,1,54128,1,10108,1,35319,10164,EBA,BUC     ,11.62,12.9,1,2,Baked potatoes,weekend,evening,side_dish,1
1,2025-09-05 18:28:14.353,1,202509,1,54148,1,93,1,35321,143,GAA,BUC     ,8.56,9.5,1,1,Aqua Carpatica Plata 0.5L,weekend,evening,drink,1
1,2025-09-05 18:28:14.353,1,202509,1,54146,1,54,1,35321,112,EBA,BUC     ,26.04,28.9,1,1,Crazy Schnitzel,weekend,evening,schnitzel,1
1,2025-09-05 18:28:14.353,1,202509,1,54149,1,71,1,35321,131,EBA,BUC     ,6.22,6.9,1,2,Crazy Sauce,weekend,evening,sauce,1
1,2025-09-05 18:28:14.353,1,202509,1,54147,1,10108,1,35321,10164,EBA,BUC     ,11.62,12.9,1,2,Baked potatoes,weekend,evening,side_dish,1
1,2025-09-05 18:41:27.607,1,202509,1,54161,1,71,1,35324,131,EBA,BUC     ,6.22,6.9,1,2,Crazy Sauce,weekend,evening,sauce,1
1,2025-09-05 18:41:27.607,1,202509,1,54158,1,54,1,35324,112,EBA,BUC     ,26.04,28.9,1,1,Crazy Schnitzel,weekend,evening,schnitzel,1
1,2025-09-05 18:41:27.607,1,202509,1,54159,1,10108,1,35324,10164,EBA,BUC     ,11.62,12.9,1,2,Baked potatoes,weekend,evening,side_dish,1
1,2025-09-05 18:41:27.607,1,202509,1,54160,1,10103,1,35324,10160,GAA,BUC     ,7.44,9.0,1,1,Mountain Dew 0.25L Doze,weekend,evening,drink,1
1,2025-09-05 18:50:22.197,1,202509,1,54177,1,93,1,35326,143,GAA,BUC     ,8.56,9.5,1,1,Aqua Carpatica Plata 0.5L,weekend,evening,drink,0
1,2025-09-05 18:50:22.197,1,202509,1,54178,1,72,1,35326,132,EBA,BUC     ,5.32,5.9,1,1,Cheddar Sauce,weekend,evening,sauce,0
1,2025-09-05 18:50:22.197,1,202509,1,54173,1,77,1,35326,137,EBA,BUC     ,7.12,7.9,1,2,Blueberry Sauce,weekend,evening,sauce,0
1,2025-09-05 18:50:22.197,1,202509,1,54170,1,65,1,35326,120,EBA,BUC     ,44.05,48.9,1,1,Viennese Schnitzel,weekend,evening,schnitzel,0
1,2025-09-05 18:50:22.197,1,202509,1,54175,1,54,1,35326,112,EBA,BUC     ,26.04,28.9,1,1,Crazy Schnitzel,weekend,evening,schnitzel,0
1,2025-09-05 18:50:22.197,1,202509,1,54176,1,10109,1,35326,10165,EBA,BUC     ,29.64,32.9,1,2,Mac & cheease,weekend,evening,side_dish,0
1,2025-09-05 18:50:22.197,1,202509,1,54172,1,10102,1,35326,10159,GAA,BUC     ,9.92,12.0,1,2,Pepsi Cola 0.25L Doze,weekend,evening,drink,0
1,2025-09-05 18:50:22.197,1,202509,1,54171,1,10108,1,35326,10164,EBA,BUC     ,11.62,12.9,1,2,Baked potatoes,weekend,evening,side_dish,0
1,2025-09-05 19:14:45.290,1,202509,1,54200,1,60,1,35332,113,EBA,BUC     ,25.14,27.9,1,1,Breaded Chicken Schnitzel,weekend,evening,schnitzel,1
1,2025-09-05 19:14:45.290,1,202509,1,54195,1,54,1,35332,112,EBA,BUC     ,26.04,28.9,1,1,Crazy Schnitzel,weekend,evening,schnitzel,1
1,2025-09-05 19:14:45.290,1,202509,1,54203,1,72,1,35332,132,EBA,BUC     ,5.32,5.9,1,1,Cheddar Sauce,weekend,evening,sauce,1
1,2025-09-05 19:14:45.290,1,202509,1,54198,1,71,1,35332,131,EBA,BUC     ,6.22,6.9,1,2,Crazy Sauce,weekend,evening,sauce,1
1,2025-09-05 19:14:45.290,1,202509,1,54201,1,10109,1,35332,10165,EBA,BUC     ,29.64,32.9,1,2,Mac & cheease,weekend,evening,side_dish,1
1,2025-09-05 19:14:45.290,1,202509,1,54196,1,10109,1,35332,10165,EBA,BUC     ,29.64,32.9,1,2,Mac & cheease,weekend,evening,side_dish,1
1,2025-09-05 19:14:45.290,1,202509,1,54197,1,10102,1,35332,10159,GAA,BUC     ,9.92,12.0,1,2,Pepsi Cola 0.25L Doze,weekend,evening,drink,1
1,2025-09-05 19:14:45.290,1,202509,1,54202,1,10102,1,35332,10159,GAA,BUC     ,9.92,12.0,1,2,Pepsi Cola 0.25L Doze,weekend,evening,drink,1
1,2025-09-05 19:18:19.730,1,202509,1,54208,1,79,1,35333,127,EBA,BUC     ,23.33,25.9,1,1,Mac & Cheese with Crispy Bacon,weekend,evening,main_dish,0
1,2025-09-05 19:18:19.730,1,202509,1,54206,1,79,1,35333,127,EBA,BUC     ,23.33,25.9,1,1,Mac & Cheese with Crispy Bacon,weekend,evening,main_dish,0
1,2025-09-05 19:18:19.730,1,202509,1,54205,1,54,1,35333,112,EBA,BUC     ,26.04,28.9,1,1,Crazy Schnitzel,weekend,evening,schnitzel,0
1,2025-09-05 19:18:19.730,1,202509,1,54209,1,61,1,35333,115,EBA,BUC     ,43.15,47.9,1,2,Margherita Pizza Schnitzel,weekend,evening,schnitzel,0
1,2025-09-05 19:18:19.730,1,202509,1,54207,1,10111,1,35333,10187,GAA,BUC     ,9.92,12.0,1,2,Pepsi Twist Can 0.33L,weekend,evening,drink,0
1,2025-09-05 19:23:46.500,1,202509,1,54239,1,60,1,35337,113,EBA,BUC     ,25.14,27.9,1,1,Breaded Chicken Schnitzel,weekend,evening,schnitzel,0
1,2025-09-05 19:23:46.500,1,202509,1,54240,1,64,1,35337,118,EBA,BUC     ,37.75,41.9,1,2,Red Fit Schnitzel,weekend,evening,schnitzel,0
1,2025-09-05 19:23:46.500,1,202509,1,54238,1,54,1,35337,112,EBA,BUC     ,26.04,28.9,1,1,Crazy Schnitzel,weekend,evening,schnitzel,0
1,2025-09-05 19:24:25.507,1,202509,1,54242,1,54,1,35338,112,EBA,BUC     ,26.04,28.9,1,1,Crazy Schnitzel,weekend,evening,schnitzel,1
1,2025-09-05 19:24:25.507,1,202509,1,54245,1,71,1,35338,131,EBA,BUC     ,6.22,6.9,1,2,Crazy Sauce,weekend,evening,sauce,1
1,2025-09-05 19:24:25.507,1,202509,1,54246,1,83,1,35338,10172,EBA,BUC     ,5.32,5.9,1,1,Extra bacon,weekend,evening,extra,1
1,2025-09-05 19:24:25.507,1,202509,1,54243,1,10109,1,35338,10165,EBA,BUC     ,29.64,32.9,1,2,Mac & cheease,weekend,evening,side_dish,1
1,2025-09-05 19:24:25.507,1,202509,1,54244,1,10102,1,35338,10159,GAA,BUC     ,9.92,12.0,1,2,Pepsi Cola 0.25L Doze,weekend,evening,drink,1
1,2025-09-05 19:49:45.603,1,202509,1,54258,1,71,1,35342,131,EBA,BUC     ,6.22,6.9,1,2,Crazy Sauce,weekend,evening,sauce,1
1,2025-09-05 19:49:45.603,1,202509,1,54255,1,54,1,35342,112,EBA,BUC     ,26.04,28.9,1,1,Crazy Schnitzel,weekend,evening,schnitzel,1
1,2025-09-05 19:49:45.603,1,202509,1,54257,1,93,1,35342,143,GAA,BUC     ,8.56,9.5,1,1,Aqua Carpatica Plata 0.5L,weekend,evening,drink,1
1,2025-09-05 19:49:45.603,1,202509,1,54256,1,10108,1,35342,10164,EBA,BUC     ,11.62,12.9,1,2,Baked potatoes,weekend,evening,side_dish,1
1,2025-09-05 20:05:00.880,1,202509,1,54263,1,93,1,35343,143,GAA,BUC     ,8.56,9.5,1,1,Aqua Carpatica Plata 0.5L,weekend,evening,drink,1
1,2025-09-05 20:05:00.880,1,202509,1,54261,1,54,1,35343,112,EBA,BUC     ,26.04,28.9,1,1,Crazy Schnitzel,weekend,evening,schnitzel,1
1,2025-09-05 20:05:00.880,1,202509,1,54264,1,71,1,35343,131,EBA,BUC     ,6.22,6.9,1,2,Crazy Sauce,weekend,evening,sauce,1
1,2025-09-05 20:05:00.880,1,202509,1,54262,1,10109,1,35343,10165,EBA,BUC     ,29.64,32.9,1,2,Mac & cheease,weekend,evening,side_dish,1
1,2025-09-05 20:06:32.700,1,202509,1,54268,1,79,1,35345,127,EBA,BUC     ,23.33,25.9,1,1,Mac & Cheese with Crispy Bacon,weekend,evening,main_dish,0
1,2025-09-05 20:06:32.700,1,202509,1,54269,1,54,1,35345,112,EBA,BUC     ,26.04,28.9,1,1,Crazy Schnitzel,weekend,evening,schnitzel,0
1,2025-09-05 20:08:04.747,1,202509,1,54271,1,54,1,35346,112,EBA,BUC     ,26.04,28.9,1,1,Crazy Schnitzel,weekend,evening,schnitzel,1
1,2025-09-05 20:08:04.747,1,202509,1,54274,1,71,1,35346,131,EBA,BUC     ,6.22,6.9,1,2,Crazy Sauce,weekend,evening,sauce,1
1,2025-09-05 20:08:04.747,1,202509,1,54273,1,93,1,35346,143,GAA,BUC     ,8.56,9.5,1,1,Aqua Carpatica Plata 0.5L,weekend,evening,drink,1
1,2025-09-05 20:08:04.747,1,202509,1,54272,1,10108,1,35346,10164,EBA,BUC     ,11.62,12.9,1,2,Baked potatoes,weekend,evening,side_dish,1
1,2025-09-05 20:08:55.673,1,202509,1,54280,1,71,1,35347,131,EBA,BUC     ,6.22,6.9,1,2,Crazy Sauce,weekend,evening,sauce,1
1,2025-09-05 20:08:55.673,1,202509,1,54277,1,54,1,35347,112,EBA,BUC     ,26.04,28.9,1,1,Crazy Schnitzel,weekend,evening,schnitzel,1
1,2025-09-05 20:08:55.673,1,202509,1,54278,1,10108,1,35347,10164,EBA,BUC     ,11.62,12.9,1,2,Baked potatoes,weekend,evening,side_dish,1
1,2025-09-05 20:08:55.673,1,202509,1,54279,1,10102,1,35347,10159,GAA,BUC     ,9.92,12.0,1,2,Pepsi Cola 0.25L Doze,weekend,evening,drink,1
1,2025-09-05 20:10:03.280,1,202509,1,54283,1,54,1,35348,112,EBA,BUC     ,26.04,28.9,1,1,Crazy Schnitzel,weekend,evening,schnitzel,1
1,2025-09-05 20:10:03.280,1,202509,1,54286,1,71,1,35348,131,EBA,BUC     ,6.22,6.9,1,2,Crazy Sauce,weekend,evening,sauce,1
1,2025-09-05 20:10:03.280,1,202509,1,54285,1,92,1,35348,142,GAA,BUC     ,10.81,12.0,1,2,Aqua Carpatica Minerala 0.5L,weekend,evening,drink,1
1,2025-09-05 20:10:03.280,1,202509,1,54284,1,10108,1,35348,10164,EBA,BUC     ,11.62,12.9,1,2,Baked potatoes,weekend,evening,side_dish,1
1,2025-09-05 20:10:59.587,1,202509,1,54291,1,92,1,35349,142,GAA,BUC     ,10.81,12.0,1,2,Aqua Carpatica Minerala 0.5L,weekend,evening,drink,1
1,2025-09-05 20:10:59.587,1,202509,1,54292,1,71,1,35349,131,EBA,BUC     ,6.22,6.9,1,2,Crazy Sauce,weekend,evening,sauce,1
1,2025-09-05 20:10:59.587,1,202509,1,54289,1,54,1,35349,112,EBA,BUC     ,26.04,28.9,1,1,Crazy Schnitzel,weekend,evening,schnitzel,1
1,2025-09-05 20:10:59.587,1,202509,1,54290,1,10108,1,35349,10164,EBA,BUC     ,11.62,12.9,1,2,Baked potatoes,weekend,evening,side_dish,1
1,2025-09-05 20:16:28.720,1,202509,1,54327,1,71,1,35356,131,EBA,BUC     ,6.22,6.9,1,2,Crazy Sauce,weekend,evening,sauce,1
1,2025-09-05 20:16:28.720,1,202509,1,54328,1,85,1,35356,10174,EBA,BUC     ,7.12,7.9,1,2,Extra parmezan,weekend,evening,extra,1
1,2025-09-05 20:16:28.720,1,202509,1,54324,1,54,1,35356,112,EBA,BUC     ,26.04,28.9,1,1,Crazy Schnitzel,weekend,evening,schnitzel,1
1,2025-09-05 20:16:28.720,1,202509,1,54326,1,93,1,35356,143,GAA,BUC     ,8.56,9.5,1,1,Aqua Carpatica Plata 0.5L,weekend,evening,drink,1
1,2025-09-05 20:16:28.720,1,202509,1,54325,1,10108,1,35356,10164,EBA,BUC     ,11.62,12.9,1,2,Baked potatoes,weekend,evening,side_dish,1
1,2025-09-05 20:27:33.603,1,202509,1,54344,1,82,1,35359,130,EBA,BUC     ,11.62,12.9,1,1,Crazy Fries with Cheddar Sauce,weekend,evening,side_dish,0
1,2025-09-05 20:27:33.603,1,202509,1,54343,1,54,1,35359,112,EBA,BUC     ,26.04,28.9,1,1,Crazy Schnitzel,weekend,evening,schnitzel,0
1,2025-09-05 20:27:33.603,1,202509,1,54345,1,9,1,35359,10156,JAA,BUC     ,1.65,2.0,1,1,Packaging,weekend,evening,packaging,0
1,2025-09-05 20:41:42.800,1,202509,1,54366,1,60,1,35362,113,EBA,BUC     ,25.14,27.9,1,1,Breaded Chicken Schnitzel,weekend,evening,schnitzel,0
1,2025-09-05 20:41:42.800,1,202509,1,54359,1,61,1,35362,115,EBA,BUC     ,43.15,47.9,1,2,Margherita Pizza Schnitzel,weekend,evening,schnitzel,0
1,2025-09-05 20:41:42.800,1,202509,1,54361,1,54,1,35362,112,EBA,BUC     ,26.04,28.9,1,1,Crazy Schnitzel,weekend,evening,schnitzel,0
1,2025-09-05 20:41:42.800,1,202509,1,54368,1,92,1,35362,142,GAA,BUC     ,10.81,12.0,1,2,Aqua Carpatica Minerala 0.5L,weekend,evening,drink,0
1,2025-09-05 20:41:42.800,1,202509,1,54369,1,76,1,35362,136,EBA,BUC     ,7.12,7.9,1,2,Spicy Sauce,weekend,evening,sauce,0
1,2025-09-05 20:41:42.800,1,202509,1,54364,1,74,1,35362,134,EBA,BUC     ,4.41,4.9,1,1,Garlic Sauce,weekend,evening,sauce,0
1,2025-09-05 20:41:42.800,1,202509,1,54370,1,96,1,35362,146,GAA,BUC     ,10.33,12.5,1,2,Prigat Still Orange 0.25L,weekend,evening,drink,0
1,2025-09-05 20:41:42.800,1,202509,1,54367,1,10109,1,35362,10165,EBA,BUC     ,29.64,32.9,1,2,Mac & cheease,weekend,evening,side_dish,0
1,2025-09-05 20:41:42.800,1,202509,1,54362,1,10108,1,35362,10164,EBA,BUC     ,11.62,12.9,1,2,Baked potatoes,weekend,evening,side_dish,0
1,2025-09-05 20:41:42.800,1,202509,1,54363,1,10102,1,35362,10159,GAA,BUC     ,9.92,12.0,1,2,Pepsi Cola 0.25L Doze,weekend,evening,drink,0
1,2025-09-05 21:02:15.653,1,202509,1,54416,1,71,1,35370,131,EBA,BUC     ,6.22,6.9,1,2,Crazy Sauce,weekend,evening,sauce,1
1,2025-09-05 21:02:15.653,1,202509,1,54413,1,54,1,35370,112,EBA,BUC     ,26.04,28.9,1,1,Crazy Schnitzel,weekend,evening,schnitzel,1
1,2025-09-05 21:02:15.653,1,202509,1,54414,1,10109,1,35370,10165,EBA,BUC     ,29.64,32.9,1,2,Mac & cheease,weekend,evening,side_dish,1
